DATE,CODE,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,VIX,FFR,SPX,OIL,CCY,STX,INF,UNE,IP,RSP,ROI,RFX,RSX,USTP1,USTP2,USTP3,USTP4,USTP5,USTP6,USTP7,USTP8,USTP9,USTP10
731701,566,-0.44444,-0.25481,0.07057,0.43902,0.81359,1.1718,1.4949,1.7639,1.9579,2.0524,21.21,1.31,916.92,25.8,52.533,672.77,NaN,NaN,NaN,7.7927,-18.4902,-1.8707,3.4293,0.0075594,0.42929,0.95977,1.4606,1.9018,2.2844,2.616,2.9047,3.1569,3.3777
731731,566,0.5434,1.2465,1.8457,2.3557,2.791,3.1643,3.4864,3.766,4.0102,4.225,19.47,1.28,963.59,29.56,53.225,685.42,NaN,NaN,NaN,4.9646,13.6048,1.3087,1.8628,0.010263,0.24867,0.60371,0.99082,1.3712,1.728,2.0549,2.3505,2.6155,2.8519
731762,566,0.58662,1.2726,1.8623,2.371,2.8104,3.1902,3.5194,3.8054,4.0549,4.2737,19.52,1.45,974.5,30.19,53.48,730.29,NaN,NaN,NaN,1.1259,2.1089,0.47795,6.341,0.073926,0.40414,0.8266,1.2537,1.653,2.0149,2.3387,2.6268,2.8827,3.1095
731793,566,0.074673,0.43409,0.81298,1.1839,1.5389,1.876,2.1948,2.4958,2.78,3.0482,19.49,1.04,990.31,30.54,54.73,769.2,NaN,12.6,NaN,1.6094,1.1527,2.3104,5.1909,0.24448,0.82943,1.4347,1.9796,2.4554,2.8691,3.2294,3.5437,3.818,4.057
731822,566,-0.34307,-0.23038,0.0026442,0.2886,0.60175,0.92901,1.2626,1.5972,1.9295,2.2568,18.63,1.01,1008.01,31.57,54.97,768.04,NaN,12.6,NaN,1.7715,3.317,0.43756,-0.15092,0.25605,0.90732,1.5215,2.0349,2.4623,2.8234,3.1326,3.3994,3.6308,3.8316
731854,566,0.23767,0.66988,1.0962,1.5053,1.8948,2.2644,2.6147,2.9466,3.2611,3.5593,22.72,1.17,995.97,29.2,54.875,791.49,NaN,12.6,NaN,-1.2016,-7.8039,-0.17297,3.0075,0.033783,0.48423,1.0255,1.5331,1.9841,2.3805,2.729,3.0358,3.3061,3.544
731885,566,0.0035698,0.29496,0.67736,1.0843,1.4831,1.8579,2.202,2.5139,2.7947,3.047,16.1,1.03,1050.71,29.11,55.4,839.31,NaN,10.2,NaN,5.3504,-0.3087,0.95217,5.8663,0.23356,0.82049,1.3858,1.8729,2.2904,2.6515,2.9664,3.2421,3.484,3.6958
731913,566,0.030787,0.32727,0.75735,1.2176,1.6583,2.0586,2.4129,2.7227,2.9925,3.228,16.32,1.01,1058.2,30.41,55.725,836.35,NaN,10.2,NaN,0.71032,4.369,0.58493,-0.35329,0.36322,0.96423,1.4764,1.9032,2.2674,2.5838,2.8613,3.1058,3.3214,3.5112
731946,566,0.10172,0.47042,0.86168,1.2496,1.6253,1.9851,2.3272,2.6503,2.9541,3.238,18.31,0.94,1111.92,32.52,55.54,874.78,NaN,10.2,NaN,4.9519,6.7084,-0.33254,4.4925,0.22988,0.81995,1.3812,1.8577,2.2612,2.6075,2.9082,3.1709,3.4011,3.6029
731976,566,0.10888,0.47527,0.86963,1.2656,1.6521,2.0224,2.3711,2.6936,2.9851,3.2408,16.63,1.03,1131.13,33.05,55.98,937.92,NaN,10.2,NaN,1.7129,1.6166,0.7891,6.9692,0.23535,0.80372,1.3347,1.7836,2.1643,2.4921,2.7775,3.0276,3.2474,3.4405
732004,566,0.39804,1.0143,1.569,2.0603,2.4943,2.8784,3.2193,3.5232,3.7953,4.0401,14.55,1.04,1144.94,36.16,56.35,941.58,NaN,11,NaN,1.2135,8.9932,0.65878,0.38947,0.08869,0.6025,1.1484,1.6241,2.0274,2.372,2.6698,2.9294,3.1572,3.3575
732037,566,0.30644,0.88811,1.422,1.8971,2.3169,2.6878,3.0164,3.3087,3.5698,3.8042,16.74,1.05,1126.21,35.76,56.195,936.1,NaN,11,NaN,-1.6494,-1.1124,-0.27545,-0.5837,0.12653,0.56594,1.0404,1.4773,1.8678,2.2152,2.5244,2.7996,3.0442,3.2611
732067,566,0.271,0.85528,1.3901,1.8611,2.2723,2.6312,2.9455,3.222,3.4666,3.6844,17.19,1.03,1107.31,37.38,56.07,971.47,NaN,13.7,NaN,-1.6924,4.4306,-0.22269,3.7088,0.46664,1.1496,1.6596,2.0556,2.3818,2.6601,2.9017,3.1132,3.299,3.4624
732095,566,0.074038,0.48725,0.92107,1.3388,1.7278,2.0825,2.3999,2.6782,2.9162,3.1131,15.5,1.02,1120.68,39.88,55.9,967.34,NaN,13.7,NaN,1.2002,6.4739,-0.30365,-0.42604,0.58567,1.233,1.7129,2.089,2.399,2.6624,2.8897,3.0876,3.2604,3.4114
732128,566,-0.13409,0.24933,0.83518,1.3939,1.8638,2.2428,2.5461,2.7909,2.9917,3.1597,14.34,1.38,1140.84,37.05,56.12,1013.22,NaN,13.7,NaN,1.7829,-7.3607,0.39279,4.6339,0.48846,1.0774,1.5013,1.8393,2.1258,2.375,2.5943,2.7882,2.9599,3.1119
732158,566,-0.0054627,0.27403,0.60011,0.9415,1.2876,1.6336,1.9772,2.3169,2.6518,2.9812,15.32,1.29,1101.72,43.8,55.95,1006.83,NaN,13.7,NaN,-3.4892,16.7365,-0.30338,-0.63266,0.47621,1.0185,1.4081,1.723,1.9932,2.2307,2.4415,2.6295,2.7974,2.9471
732190,566,-0.79382,-0.52012,0.1455,0.74396,1.2085,1.5612,1.8335,2.0499,2.2274,2.3769,15.29,1.55,1104.24,42.12,56.16,1010.2,NaN,11.7,NaN,0.22847,-3.9111,0.37463,0.33415,0.33069,0.73042,1.0765,1.3836,1.6606,1.9126,2.1427,2.3527,2.5438,2.7169
732220,566,-0.027573,0.42705,0.86723,1.254,1.5862,1.8707,2.1152,2.3268,2.5116,2.6744,13.34,1.94,1114.58,49.64,56.28,1092.63,NaN,11.7,NaN,0.93203,16.4274,0.21345,7.8439,0.33323,0.68738,0.9729,1.2251,1.4586,1.6785,1.8856,2.0794,2.259,2.4239
732249,566,0.56969,1.3526,1.9944,2.516,2.941,3.2896,3.5778,3.8185,4.0214,4.1944,16.27,1.79,1130.2,51.76,56.28,1134.11,NaN,11.7,NaN,1.3917,4.1821,0,3.7261,0.22209,0.51498,0.79179,1.0543,1.3027,1.5367,1.7554,1.9583,2.1451,2.3157
732281,566,-0.13649,0.2608,0.66213,1.019,1.3271,1.5918,1.8199,2.0179,2.1913,2.3445,13.24,2.02,1173.82,49.13,56.225,1164.25,NaN,10.9,NaN,3.7869,-5.2148,-0.097773,2.6229,0.36913,0.70719,0.95004,1.1572,1.3513,1.539,1.7203,1.8933,2.0561,2.207
732312,566,0.015229,0.62714,1.1241,1.5032,1.7927,2.0182,2.1981,2.3455,2.4694,2.5761,13.29,1.97,1211.92,43.45,56.23,1154.39,NaN,10.9,NaN,3.1942,-12.2859,0.0088924,-0.8505,0.3147,0.58707,0.78009,0.95113,1.1192,1.2877,1.4544,1.616,1.7695,1.9128
732343,566,0.66665,1.5115,2.1722,2.6868,3.0896,3.4075,3.6609,3.865,4.0315,4.1691,12.82,2.5,1181.27,48.2,55.08,1158.49,NaN,11.3,-4.45,-2.5616,10.3748,-2.0664,0.35454,0.32785,0.57297,0.71235,0.82132,0.92763,1.0384,1.153,1.2681,1.3806,1.4877
732371,566,0.7606,1.6207,2.2862,2.8041,3.2101,3.5309,3.7867,3.9927,4.1602,4.298,12.08,2.52,1203.6,51.75,54.67,1197.86,NaN,11.3,-3.04,1.8727,7.1065,-0.74716,3.3419,0.397,0.67383,0.80556,0.89024,0.96694,1.0481,1.1352,1.2257,1.3164,1.4043
732402,566,0.24865,0.65631,1.049,1.4199,1.7684,2.0952,2.4016,2.6889,2.9585,3.2117,14.02,2.96,1180.59,55.4,54.8,1186.96,NaN,11.3,-3.14,-1.9303,6.8155,0.23751,-0.91412,0.45761,0.75015,0.86742,0.9314,0.98905,1.0546,1.1291,1.2093,1.2914,1.3718
732431,566,0.34283,0.75409,1.2855,1.814,2.2857,2.6857,3.0171,3.2892,3.5128,3.6976,15.31,2.97,1156.85,49.72,54.19,1137.27,NaN,11.3,-3.14,-2.0314,-10.8172,-1.1194,-4.2765,0.32926,0.5214,0.59014,0.63202,0.68093,0.74445,0.82046,0.90415,0.99076,1.0765
732463,566,0.67025,1.5095,2.1474,2.6301,2.9973,3.2789,3.4971,3.668,3.8035,3.9125,13.29,3.09,1191.5,51.97,54.5,1174.54,NaN,8.3,1.18,2.9512,4.4259,0.57043,3.2246,0.28598,0.42665,0.45562,0.46767,0.49401,0.54006,0.60219,0.67463,0.75199,0.83007
732493,566,0.66862,1.5165,2.1574,2.6392,3.0031,3.2804,3.4939,3.6602,3.7914,3.8965,12.04,3.35,1191.33,56.5,55.975,1173.99,NaN,8.3,-2.54,-0.014269,8.3574,2.6704,-0.046838,0.20666,0.29111,0.29405,0.29226,0.30963,0.34873,0.40489,0.47195,0.54443,0.61803
732522,566,0.1104,0.50829,0.89849,1.2576,1.5824,1.8744,2.1369,2.3731,2.5861,2.7787,11.57,3.31,1234.18,60.57,56.105,1201.32,NaN,8.3,-2.54,3.5336,6.9559,0.23198,2.3013,0.24785,0.36641,0.38104,0.37622,0.38277,0.40794,0.4497,0.50324,0.56356,0.6265
732555,566,0.079972,0.472,0.86052,1.2187,1.5424,1.8331,2.094,2.3284,2.5396,2.7305,12.6,3.63,1220.33,68.94,56.275,1174.65,NaN,7.7,7.99,-1.1285,12.9437,0.30255,-2.2451,0.1207,0.16114,0.15458,0.15165,0.16814,0.20506,0.25807,0.32167,0.39086,0.46165
732585,566,-0.091229,0.2332,0.58678,0.92421,1.2349,1.5176,1.7737,2.0058,2.2164,2.4081,11.92,3.93,1228.81,66.24,56.03,1182.49,NaN,7.7,-2.94,0.69249,-3.9952,-0.43631,0.66522,0.41784,0.36714,0.32547,0.3297,0.35804,0.39803,0.44365,0.49182,0.54086,0.58979
732616,566,-0.075325,0.25639,0.61508,0.95688,1.2716,1.5581,1.818,2.0535,2.2675,2.4623,15.32,4.02,1207.01,59.76,54.92,1191.02,NaN,7.4,5.15,-1.79,-10.2948,-2.001,0.71877,0.18145,0.24441,0.2401,0.23752,0.25637,0.29726,0.35471,0.42238,0.49484,0.56799
732646,566,0.14682,0.71292,1.2078,1.6161,1.9495,2.2229,2.449,2.6382,2.7986,2.9364,12.06,4.03,1249.48,57.32,54.06,1271.35,NaN,7.4,6.56,3.4581,-4.1687,-1.5783,6.5269,0.12523,0.14546,0.12349,0.11687,0.13903,0.18703,0.25338,0.33055,0.41242,0.49452
732676,566,0.11708,0.65455,1.1631,1.592,1.9402,2.2199,2.4452,2.6286,2.78,2.9072,12.07,4.09,1248.29,61.04,53.085,1273.14,NaN,7.4,6.56,-0.095285,6.288,-1.82,0.1407,0.04703,0.034018,0.0015069,-0.017696,-0.013988,0.011927,0.055478,0.11125,0.17429,0.24052
732708,566,0.14982,0.62744,1.0651,1.4441,1.7681,2.0448,2.2818,2.4861,2.6633,2.8183,12.95,4.47,1280.09,67.92,52.085,1308.87,NaN,8.1,-3.11,2.5156,10.6801,-1.9017,2.7678,-0.018696,-0.050888,-0.066308,-0.060647,-0.035037,0.0070986,0.061645,0.12461,0.19249,0.26237
732736,566,0.050256,0.46349,0.883,1.2678,1.6046,1.8884,2.1171,2.2898,2.4065,2.4674,12.34,4.52,1280.66,61.41,51.7,1300.04,NaN,8.1,-4.11,0.044518,-10.0758,-0.74192,-0.67691,0.017482,-0.0025504,-0.031363,-0.051179,-0.055671,-0.044284,-0.019122,0.016727,0.060061,0.10798
732767,566,0.075525,0.34686,0.6365,0.92619,1.2102,1.4862,1.7535,2.0117,2.2609,2.5012,11.39,5,1294.83,66.63,51.055,1352.53,NaN,8.1,0.78,1.1004,8.1582,-1.2554,3.9582,0.043911,0.048043,0.04223,0.048926,0.074679,0.11863,0.17696,0.24512,0.31885,0.39458
732795,566,-0.27626,-0.23965,-0.075995,0.14967,0.4051,0.67155,0.93753,1.1961,1.4431,1.6764,11.59,4.86,1310.61,71.88,51.775,1408.43,NaN,8.1,0.78,1.2113,7.5843,1.4004,4.0499,-0.0060494,-0.0085006,0.016511,0.066879,0.13774,0.22353,0.31896,0.41948,0.52136,0.62169
732828,566,-0.12769,0.088245,0.36005,0.64436,0.92668,1.2008,1.4637,1.7136,1.9495,2.1707,16.44,5.05,1270.09,71.29,52.86,1434.77,NaN,8.2,-4.76,-3.1405,-0.8242,2.074,1.8529,0.02968,0.026338,0.026387,0.047798,0.093458,0.1598,0.24114,0.33172,0.42656,0.5217
732858,566,-0.46485,-0.51743,-0.22782,0.15825,0.53934,0.88019,1.1737,1.4233,1.6357,1.8179,13.08,5.05,1270.2,73.93,53.135,1369.89,NaN,8.2,-7.94,0.0086604,3.6363,0.51889,-4.6274,0.017574,-0.026063,-0.060178,-0.060455,-0.02751,0.030528,0.10478,0.18785,0.27422,0.36006
732889,566,-0.29358,-0.19927,-0.0030399,0.23367,0.48637,0.74264,0.9954,1.2405,1.4755,1.699,14.95,5.31,1276.66,74.4,51.495,1471.44,NaN,8.1,-12.19,0.50729,0.63372,-3.1351,7.1511,-0.083514,-0.16083,-0.18377,-0.16443,-0.11409,-0.042295,0.043161,0.13618,0.23209,0.32743
732920,566,-0.20329,-0.15739,0.029792,0.28761,0.57643,0.87279,1.1629,1.4392,1.6977,1.937,12.31,5.31,1303.82,70.26,50.79,1445.81,NaN,8.1,-10.17,2.1051,-5.7253,-1.3785,-1.7572,-0.1867,-0.32569,-0.35982,-0.33182,-0.26814,-0.18504,-0.092509,0.0033173,0.098692,0.19137
732949,566,-0.45164,-0.42724,-0.26795,-0.061027,0.15886,0.37559,0.58149,0.77322,0.9498,1.1115,11.98,5.34,1335.85,62.91,50.19,1552.59,NaN,8.1,-10.17,2.4269,-11.0498,-1.1884,7.1255,-0.19199,-0.34168,-0.3869,-0.36815,-0.31142,-0.23323,-0.14405,-0.050489,0.043309,0.13478
732981,566,-0.60467,-0.68883,-0.42161,-0.080659,0.23923,0.51364,0.74268,0.93343,1.0937,1.23,11.1,5.31,1377.94,58.73,49.84,1664.01,NaN,7.4,-9.97,3.1022,-6.8754,-0.69979,6.9306,-0.19479,-0.3508,-0.40324,-0.39133,-0.34059,-0.26743,-0.18235,-0.092098,-0.00094694,0.088424
733011,566,-0.30351,-0.18442,0.011655,0.22534,0.43702,0.6385,0.82584,0.99697,1.1508,1.2865,10.91,5.31,1400.63,63.13,49.67,1744.28,NaN,7.4,-7.7,1.6333,7.2245,-0.34167,4.7112,-0.2167,-0.39847,-0.47122,-0.47424,-0.43383,-0.36744,-0.28653,-0.19864,-0.1087,-0.01986
733040,566,-0.38944,-0.29822,-0.11816,0.081184,0.27689,0.45939,0.62409,0.76859,0.89158,0.99232,11.56,5.17,1418.3,61.05,49.03,1860.34,NaN,7.4,-7.7,1.2537,-3.3503,-1.2969,6.4417,-0.13581,-0.25974,-0.31176,-0.31208,-0.27637,-0.21652,-0.14139,-0.057543,0.030183,0.1183
733073,566,0.068342,0.48524,0.86769,1.1899,1.4532,1.6646,1.8323,1.9635,2.0649,2.142,10.42,5.33,1438.24,58.14,48.9,2012.55,NaN,7.8,-3.56,1.3961,-4.8839,-0.2655,7.8643,-0.090676,-0.17803,-0.21443,-0.21216,-0.18149,-0.13066,-0.066133,0.0070586,0.085028,0.16481
733101,566,0.12856,0.51933,0.89988,1.243,1.5393,1.7848,1.9774,2.1158,2.1993,2.2273,15.42,5.41,1406.82,61.79,48.55,1983.3,NaN,7.8,-12.06,-2.2088,6.0888,-0.71832,-1.464,-0.20956,-0.37607,-0.43096,-0.4164,-0.36002,-0.27966,-0.18684,-0.08895,0.0093264,0.10505
733131,566,0.12691,0.50584,0.88163,1.2163,1.5016,1.7401,1.9379,2.1018,2.2381,2.3523,14.64,5.3,1420.86,65.87,48.28,2046.76,NaN,7.8,-12.06,0.99305,6.3942,-0.55768,3.1496,-0.22284,-0.38438,-0.41984,-0.38041,-0.29815,-0.19298,-0.077262,0.041365,0.15823,0.27056
733162,566,-0.014899,0.27449,0.5805,0.8674,1.1239,1.3459,1.5317,1.6809,1.7937,1.8705,14.22,5.29,1482.37,65.71,47.6,2078.72,NaN,7.4,-5.9,4.238,-0.2432,-1.4185,1.5494,-0.25482,-0.43537,-0.47551,-0.43564,-0.35173,-0.24517,-0.12869,-0.0098815,0.10678,0.21872
733193,566,-0.43821,-0.36391,0.15751,0.69128,1.1292,1.4665,1.7227,1.919,2.0716,2.1925,13.05,5.28,1530.62,64.01,46.28,2222.59,NaN,7.4,-9.05,3.2031,-2.6212,-2.8123,6.6921,-0.025674,-0.07564,-0.10394,-0.10242,-0.072694,-0.02025,0.048534,0.12771,0.21229,0.29834
733222,566,-0.038228,0.23127,0.51285,0.77504,1.0116,1.2227,1.4104,1.5774,1.7262,1.859,16.23,5.31,1503.35,70.68,46.245,2361.15,NaN,7.4,-9.05,-1.7977,9.9123,-0.075655,6.0476,-0.037654,-0.061359,-0.043191,0.0056826,0.075824,0.15965,0.25123,0.34601,0.44056,0.53239
733254,566,-0.026695,0.25488,0.54697,0.81855,1.0636,1.2824,1.4772,1.6507,1.8054,1.9438,23.52,5.28,1455.28,78.21,45.337,2268.96,NaN,7.8,0.86,-3.2498,10.1235,-1.983,-3.9827,-0.23018,-0.35025,-0.32722,-0.23417,-0.10961,0.02613,0.16231,0.29335,0.41646,0.53041
733285,566,-0.36113,-0.2101,0.045409,0.30288,0.53302,0.73056,0.89825,1.0409,1.1633,1.2695,23.38,4.96,1473.99,74.04,46.54,2145.62,NaN,7.8,-2.94,1.2775,-5.4792,2.6189,-5.5893,-0.12615,-0.197,-0.16986,-0.07996,0.047197,0.19353,0.34651,0.49771,0.64173,0.7753
733313,566,-0.04515,0.16308,0.43574,0.71497,0.97673,1.2119,1.4187,1.5985,1.7542,1.889,18,4.58,1526.75,81.66,45.063,2226.71,NaN,7.8,-2.94,3.5168,9.7959,-3.2251,3.7097,-0.080718,-0.088292,-0.0030648,0.13596,0.30193,0.4769,0.64931,0.81211,0.96135,1.0952
733346,566,0.10344,0.3846,0.75512,1.1161,1.4311,1.6929,1.906,2.0781,2.2173,2.3307,18.53,4.6,1549.38,94.53,43.677,2349.83,NaN,6.3,-4.46,1.4714,14.6353,-3.124,5.3818,-0.13234,-0.18054,-0.11336,0.019195,0.18386,0.35921,0.53203,0.69467,0.84318,0.976
733376,566,0.4657,0.99287,1.4374,1.8121,2.1248,2.3817,2.5883,2.7493,2.8689,2.9512,22.87,4.66,1481.14,88.71,42.77,2172.57,NaN,6.3,-5.8,-4.5043,-6.3545,-2.0985,-7.8432,-0.23689,-0.29828,-0.16253,0.069099,0.33591,0.60329,0.85297,1.0766,1.2718,1.4392
733407,566,0.43207,0.88419,1.2864,1.641,1.9489,2.2131,2.4381,2.6287,2.7899,2.9264,22.5,3.06,1468.36,95.98,41.25,2216.75,NaN,6.3,4.05,-0.86659,7.8767,-3.6186,2.0131,-0.25887,-0.33165,-0.19088,0.055776,0.34293,0.63267,0.90449,1.1487,1.3619,1.5445
733438,566,0.38522,0.65635,0.9823,1.3268,1.6594,1.9638,2.2334,2.4677,2.6689,2.8406,26.2,3.22,1378.55,91.75,40.557,1973.96,NaN,7.4,-2.16,-6.3114,-4.5072,-1.6943,-11.6,-0.10208,-0.017394,0.22277,0.53332,0.8647,1.189,1.4915,1.7653,2.0078,2.2193
733467,566,0.43735,0.99762,1.4433,1.7957,2.0749,2.2969,2.4745,2.6173,2.733,2.8272,26.54,3.01,1330.63,101.84,40.427,1921.16,NaN,7.4,6.9,-3.538,10.4335,-0.32105,-2.7113,-0.25812,-0.14432,0.21279,0.64147,1.0698,1.4694,1.8307,2.1519,2.4345,2.6814
733498,566,0.54118,1.0772,1.5336,1.9294,2.2704,2.5589,2.7955,2.9807,3.1142,3.1961,25.61,2.51,1322.7,101.58,41.743,1827.11,NaN,7.4,-5.08,-0.59774,-0.25563,3.2034,-5.0194,0.043414,0.2331,0.51767,0.85311,1.2091,1.5644,1.905,2.2214,2.5083,2.7628
733528,566,-0.47462,-0.40431,-0.16006,0.10685,0.34976,0.55849,0.73505,0.88469,1.0127,1.1237,20.79,2.37,1385.59,113.46,42.255,1715.57,NaN,8,6.71,4.6451,11.0604,1.2191,-6.299,0.21593,0.52111,0.82047,1.1074,1.3781,1.6301,1.8621,2.0734,2.2637,2.4334
733558,566,-1.6174,-2.0547,-2.1882,-2.2121,-2.1902,-2.1485,-2.0993,-2.0491,-2.0008,-1.9564,17.83,1.98,1400.38,127.35,43.715,1741.79,NaN,8,6.71,1.0618,11.5489,3.3969,1.5168,0.26307,0.60451,0.91744,1.2021,1.4597,1.692,1.9004,2.0866,2.2522,2.3985
733589,566,-1.183,-1.5985,-1.4742,-1.184,-0.86773,-0.57233,-0.30945,-0.078349,0.12528,0.30612,23.95,2.47,1280,140,44.955,1571.68,NaN,8,3.06,-8.9884,9.4703,2.7971,-10.2768,0.22147,0.51852,0.79944,1.0616,1.3039,1.526,1.728,1.9102,2.0733,2.2181
733620,566,-1.3395,-1.678,-1.7593,-1.7467,-1.6937,-1.6221,-1.5425,-1.46,-1.3773,-1.296,22.94,2.09,1267.38,124.08,44.165,1619.43,NaN,7.4,4.36,-0.99083,-12.0716,-1.7729,2.9929,0.20092,0.48802,0.77422,1.0518,1.3159,1.5635,1.7925,2.0017,2.1906,2.3591
733649,566,0.021997,0.2977,0.58923,0.86869,1.1273,1.362,1.5715,1.7555,1.9143,2.0482,20.65,1.94,1282.83,115.46,45.929,1668.75,NaN,7.4,4.36,1.2117,-7.2002,3.9164,3.0001,0.12662,0.35312,0.61408,0.88887,1.1634,1.428,1.6763,1.9042,2.1095,2.2914
733681,566,-0.08269,0.04636,0.33027,0.65651,0.97236,1.2567,1.5041,1.7159,1.8963,2.0501,39.39,2.03,1166.36,100.64,47.048,1622.25,NaN,7.4,7.5,-9.5181,-13.7374,2.4072,-2.8261,0.066538,0.31049,0.65919,1.0491,1.4404,1.8089,2.1415,2.4322,2.6795,2.8849
733712,566,-0.71757,-1.2585,-1.3538,-1.1861,-0.87558,-0.49727,-0.096463,0.30064,0.67976,1.034,59.89,0.22,968.75,67.81,48.933,1272.57,NaN,6.8,3.44,-18.5636,-39.484,3.9284,-24.2776,-0.12807,0.10186,0.62365,1.2729,1.9474,2.5871,3.1593,3.6496,4.0546,4.3777
733740,566,0.0046246,-0.28621,-0.35463,-0.21625,0.084744,0.50558,1.0103,1.5703,2.1631,2.7716,55.28,0.52,896.24,54.43,48.925,1242.08,NaN,6.8,3.44,-7.7798,-21.9794,-0.01635,-2.4251,-0.17871,-0.056551,0.32962,0.83841,1.381,1.904,2.3779,2.7885,3.1314,3.4083
733773,566,-0.011304,0.16372,0.37337,0.59666,0.82693,1.0611,1.2977,1.5359,1.7753,2.0155,40,0.14,903.25,44.6,47.52,1196.99,NaN,6.8,-16.22,0.77911,-19.9182,-2.9138,-3.6977,0.036303,0.2462,0.56142,0.92242,1.2902,1.64,1.9571,2.2337,2.4669,2.6567
733803,566,0.029002,-0.010004,0.12578,0.37371,0.68019,1.0089,1.3371,1.6516,1.9455,2.2157,44.84,0.23,825.88,41.68,47.38,1194.84,NaN,6.8,-16.22,-8.955,-6.7712,-0.29505,-0.17978,0.1206,0.4286,0.82925,1.2683,1.7098,2.1304,2.5158,2.8578,3.153,3.4009
733831,566,-1.688,-2.1603,-2.3194,-2.3665,-2.3674,-2.3491,-2.3243,-2.2994,-2.2778,-2.261,46.35,0.22,735.09,44.76,48.797,1211.02,NaN,7.7,-28.7,-11.6457,7.1293,2.9469,1.3451,0.085584,0.37085,0.76862,1.2139,1.6644,2.0933,2.4848,2.8304,3.1271,3.3749
733863,566,-0.59163,-0.66281,-0.60592,-0.50134,-0.37539,-0.23895,-0.097171,0.047352,0.19323,0.33974,44.14,0.16,797.87,49.66,48.329,1283.9,NaN,7.7,-15.35,8.1953,10.3885,-0.9637,5.8439,0.069694,0.29947,0.61707,0.97528,1.3427,1.6987,2.0303,2.33,2.5941,2.8216
733893,566,-0.15421,-0.075209,0.064005,0.23278,0.42086,0.62379,0.83933,1.0662,1.3035,1.5508,36.5,0.2,872.81,51.12,48.345,1359.78,NaN,7.5,-21.58,8.9772,2.8976,0.033101,5.7421,0.24893,0.64647,1.0647,1.4807,1.8797,2.2523,2.5928,2.898,3.1668,3.3993
733922,566,-0.66518,-0.76003,-0.71598,-0.622,-0.50723,-0.38369,-0.25704,-0.13014,-0.0044693,0.11918,28.92,0.19,919.14,66.31,47.38,1567.87,NaN,7.5,-21.58,5.1721,26.0165,-2.0163,14.2395,0.23618,0.68037,1.188,1.7046,2.1972,2.6474,3.046,3.3902,3.6808,3.9213
733954,566,0.10948,0.3732,0.64308,0.90588,1.1571,1.3947,1.6176,1.8252,2.0171,2.1929,26.35,0.22,919.32,69.89,48.14,1566.47,NaN,7.5,-14.98,0.019582,5.2582,1.5913,-0.089333,0.34338,0.86692,1.3947,1.8922,2.3412,2.7341,3.0694,3.3497,3.5795,3.7643
733985,566,-0.20961,-0.11839,0.035663,0.2114,0.39526,0.5816,0.76771,0.95219,1.1343,1.3135,25.92,0.18,987.48,69.45,48.055,1768.16,NaN,7.6,-14.6,7.1522,-0.63155,-0.17672,12.1115,0.38848,0.92878,1.4414,1.9107,2.3296,2.6958,3.0105,3.2764,3.4976,3.6786
734016,566,-0.31009,-0.2559,-0.12158,0.040693,0.21377,0.39052,0.56753,0.74306,0.91613,1.0862,26.01,0.15,1020.63,69.96,48.802,1830.18,NaN,7.6,-11.52,3.3019,0.73166,1.5425,3.4475,0.32861,0.83589,1.3505,1.8375,2.2782,2.6646,2.9948,3.2711,3.4976,3.6798
734046,566,-0.18641,-0.077264,0.089722,0.27483,0.46508,0.65514,0.84254,1.0261,1.2051,1.3793,25.61,0.07,1057.08,70.61,47.337,1787.09,NaN,7.6,-9.7,3.509,0.92481,-3.0479,-2.3826,0.31987,0.81011,1.3041,1.7695,2.1895,2.5569,2.8705,3.1325,3.3472,3.5198
734076,566,0.74791,1.3737,1.8797,2.3054,2.6635,2.9589,3.1938,3.3693,3.4857,3.5433,30.69,0.11,1036.19,77,47.63,1828.37,NaN,7.6,-9.7,-1.996,8.6634,0.61706,2.2836,0.33036,0.83373,1.3402,1.8188,2.2531,2.6359,2.9659,3.2449,3.4769,3.6667
734107,566,0.64005,1.2133,1.6866,2.0892,2.4302,2.713,2.9392,3.1091,3.2228,3.2803,24.51,0.13,1095.63,77.28,47.205,1891.51,NaN,7.1,5.96,5.5779,0.36298,-0.8963,3.3951,0.16762,0.56011,1.0388,1.5325,2.0016,2.4258,2.7972,3.1148,3.3814,3.6021
734138,566,0.84305,1.4948,2.0168,2.4605,2.8425,3.1692,3.4434,3.6663,3.8384,3.9597,21.68,0.05,1115.1,79.36,46.16,1918.64,NaN,7.1,12.16,1.7615,2.6559,-2.2386,1.4241,0.41233,0.98968,1.5409,2.0472,2.4999,2.8963,3.2376,3.5267,3.7683,3.9673
734167,566,1.0674,1.7456,2.2694,2.723,3.1339,3.5129,3.8649,4.1923,4.496,4.7766,24.62,0.12,1073.87,72.89,46.5,1885.49,NaN,7.1,12.16,-3.7675,-8.5043,0.73387,-1.7429,0.27614,0.7795,1.3339,1.8767,2.3751,2.8143,3.1906,3.5061,3.7662,3.9777
734195,566,0.85868,1.4546,2.0026,2.5052,2.9508,3.3354,3.6615,3.9349,4.1629,4.3526,19.5,0.13,1104.49,79.66,46.13,1928.34,NaN,7.3,36.18,2.8115,8.8816,-0.79888,2.2472,0.24096,0.71593,1.2595,1.8032,2.3098,2.7616,3.1525,3.4833,3.7584,3.984
